cuisine	types	name	ingredients	difficulty	health_banners	ingredients_parsed
	['dinner', 'lunch', 'main-course', 'supper']	Thirty-minute courgettes with dukkah sprinkle	['1 tbsp rapeseed oil', '2 onions, halved and sliced', '2 tsp ground coriander', '2 tsp smoked paprika', '400g can chopped tomatoes', '2 tsp vegetable bouillon powder', '2 large courgettes, sliced', '400g can butter beans, drained', '180g cherry tomatoes', '160g frozen peas', '15g coriander, chopped', '1 tsp coriander seeds', '1 tsp cumin seeds', '1 tbsp sesame seeds', '25g flaked almonds']	Easy	['Freezable (Freezable (veg only))', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']	['rapese oil', 'onion halv slice', 'ground coriand', 'smoke paprika', 'chop tomato', 'veget bouillon powder', 'larg courgett slice', 'butter bean drain', 'cherri tomato', 'frozen pea', 'coriand chop', 'coriand seed', 'cumin seed', 'sesam seed', 'flake almond']
['italian']	['dinner', 'main-course', 'pasta', 'supper']	Slow cooker vegetable lasagne	['1 tbsp rapeseed oil', '2 onions, sliced', '2 large garlic cloves, chopped', '2 large courgettes, diced (400g)', '1 red and 1 yellow pepper, deseeded and roughly sliced', '400g can chopped tomatoes', '2 tbsp tomato purée', '2 tsp vegetable bouillon', '15g fresh basil, chopped plus a few leaves', '1 large aubergine, sliced across length or width for maximum surface area', '6 wholewheat lasagne sheets (105g)', '125g vegetarian buffalo mozzarella, chopped']	Easy	['Healthy', 'Vegetarian']	['rapese oil', 'onion slice', 'larg garlic clove chop', 'larg courgett dice', 'red yellow pepper deseed rough slice', 'chop tomato', 'tomato puré', 'veget bouillon', 'fresh basil chop plus leaf', 'larg aubergin slice across length width maximum surfac area', 'wholewheat lasagn sheet', 'vegetarian buffalo mozzarella chop']
['mexican']	['dinner', 'main-course']	Chicken & bean enchiladas	['1 tbsp rapeseed oil', '2 red onion, sliced', '2 red peppers, deseeded and sliced', '2 garlic cloves, crushed', '2 tsp chipotle paste (add extra if you prefer more heat)', '2 skinless chicken breasts, cut into thin strips', '400g can black beans or kidney beans', 'small bunch coriander, chopped', '500ml passata', '1 tsp ketchup or sugar', '6 medium tortillas', '50g mature cheddar, grated', 'green salad, to serve']	Easy	[]	['rapese oil', 'red onion slice', 'red pepper deseed slice', 'garlic clove crush', 'chipotl past', 'skinless chicken breast cut thin strip', 'black bean kidney bean', 'small bunch coriand chop', 'passata', 'ketchup sugar', 'medium tortilla', 'matur cheddar grate', 'green salad serv']
	['dinner', 'lunch', 'pasta', 'supper']	Creamy pesto & kale pasta	['1 tbsp rapeseed oil', '2 red onions, thinly sliced', '300g kale', '300g wholemeal  pasta (penne or mafalda work well)', '4 tbsp reduced-fat soft cheese', '4 tbsp fresh or jar pesto, or vegetarian alternative']	Easy	['Healthy', 'Vegetarian']	['rapese oil', 'red onion thin slice', 'kale', 'wholem pasta', 'reduc fat soft chees', 'fresh pesto vegetarian altern']
['british']	['dinner', 'main-course', 'supper']	Creamy chicken & asparagus braise	['1 tbsp rapeseed oil', '2 skinless chicken breasts (about 150g each)', '10 medium asparagus spears, each cut into 3', '1 large or 2 small leeks, well washed and thickly sliced', '3 celery sticks, sliced', '200ml reduced-salt vegetable bouillon', '140g frozen peas', '1 egg yolk', '4 tbsp natural bio yogurt', '1 garlic clove, finely grated', '⅓ small pack fresh tarragon, chopped', 'new potatoes, to serve (optional)']	Easy	['Healthy']	['rapese oil', 'skinless chicken breast', 'medium asparagus spear cut', 'larg small leek well wash thick slice', 'celeri stick slice', 'reduc salt veget bouillon', 'frozen pea', 'egg yolk', 'natur bio yogurt', 'garlic clove fine grate', '⅓ small fresh tarragon chop', 'potato serv']
['british']	['dinner', 'main-course']	No-fuss shepherd's pie	['1 tbsp sunflower oil', '1 large onion, chopped', '2-3 medium carrots, chopped', '500g pack lamb mince', '2 tbsp tomato purée', 'large splash Worcestershire sauce', '500ml beef stock', '900g potatoes, cut into chunks', '85g butter', '3 tbsp milk']	Easy	['Freezable (Freeze once assembled)']	['sunflow oil', 'larg onion chop', 'medium carrot chop', 'lamb minc', 'tomato puré', 'larg splash worcestershir sauc', 'beef stock', 'potato cut chunk', 'butter', 'milk']
['indian']	['dinner', 'main-course']	Red lentil & squash dhal	['1 tbsp sunflower oil', '1 onion, finely chopped', '1 garlic clove, finely chopped', '1 tsp ground coriander', '1 tsp ground cumin', '1 tsp ground turmeric', '½ tsp cayenne pepper', '400g butternut squash, peeled and cut into 2cm (prepared weight)', '400g can chopped tomato', '1.2l chicken stock', '1 heaped tbsp mango chutney', '300g red lentil', 'small pack coriander, roughly chopped', 'naan bread, to serve']	Easy	['Healthy']	['sunflow oil', 'onion fine chop', 'garlic clove fine chop', 'ground coriand', 'ground cumin', 'ground turmer', 'cayenn pepper', 'butternut squash peel cut', 'chop tomato', 'chicken stock', 'heap mango chutney', 'red lentil', 'small coriand rough chop', 'naan bread serv']
['mexican']	['side-dish']	Mexican rice	['1 tbsp sunflower oil', '1 onion, finely chopped', '2 garlic cloves, minced ', '250g long grain rice', '1 tsp chipotle paste, optional (more if you want it spicier)', '1 tbsp tomato purée', '1 x 400g tin chopped tomatoes', '750ml hot chicken or vegetable stock', 'small bunch of coriander, finely chopped ']	Easy	[]	['sunflow oil', 'onion fine chop', 'garlic clove minc', 'long grain rice', 'chipotl past option', 'tomato puré', 'tin chop tomato', 'hot chicken veget stock', 'small bunch coriand fine chop']
	['buffet', 'dinner', 'main-course', 'side-dish', 'snack', 'supper']	Watercress & chicken stir-fry	['1 tbsp sunflower oil', '2 skinless and boneless chicken breasts, cut into strips', '100g cashew nuts ', '1 red or yellow pepper,  deseeded and chopped into large chunks', '1 red onion,  chopped into large chunks', '2 x 75g bags watercress', 'cooked rice, to serve (optional)', '3 tbsp hoisin sauce', '2 tbsp soy sauce', '1 large knob of fresh ginger,  peeled and finely grated', '2 garlic cloves, crushed  ', '1 tbsp sesame oil', '2 tbsp rice vinegar  or white wine vinegar']	Easy	['Easily halved']	['sunflow oil', 'skinless boneless chicken breast cut strip', 'cashew nut', 'red yellow pepper deseed chop larg chunk', 'red onion chop larg chunk', 'bag watercress', 'cook rice serv', 'hoisin sauc', 'soy sauc', 'larg knob fresh ginger peel fine grate', 'garlic clove crush', 'sesam oil', 'rice vinegar white wine vinegar']
['asian']	['dinner']	Chicken fried rice	['1 tbsp sunflower oil', '3 eggs, beaten with some seasoning', '320g pack mixed stir-fry vegetable', '1 tbsp mild curry powder', '140g frozen sweetcorn', '600g cooked rice see tip, below', '1 roasted chicken breast, finely shredded', '2 tbsp low-salt soy sauce', '2 tbsp sweet chilli sauce', '2 tbsp ketchup']	Easy	[]	['sunflow oil', 'egg beaten season', 'mix stir fri veget', 'mild curri powder', 'frozen sweetcorn', 'cook rice see tip', 'roast chicken breast fine shred', 'low salt soy sauc', 'sweet chilli sauc', 'ketchup']
	['dinner']	Bangers and mash with onion gravy	['1 tbsp sunflower oil', '8 pork sausages (the best quality you can find)', 'small knob of butter', '3 small onions, finely sliced', '1 thyme sprig', '1 bay leaf', 'pinch of sugar', '1 heaped tsp plain flour', '1 tbsp red wine vinegar', '1 glass red wine', '1 tsp soy sauce', '400ml beef stock made with 1 stock shot or cube', '1 kg King Edward potatoes, peeled and cut into large chunks', '100ml whole milk or 50ml milk and 50ml cream', '50g cold butter, diced', 'grating of nutmeg']	More effort	[]	['sunflow oil', 'pork sausag', 'small knob butter', 'small onion fine slice', 'thyme sprig', 'bay leaf', 'sugar', 'heap plain flour', 'red wine vinegar', 'glass red wine', 'soy sauc', 'beef stock made stock shot', 'king edward potato peel cut larg chunk', 'milk milk cream', 'cold butter dice', 'grate nutmeg']
	['snack', 'starter']	Buffalo cauliflower wings	['1 tbsp sweet smoked paprika', '1⁄2 tbsp ground cumin', '1 tsp garlic powder', '100g plain flour', '200ml buttermilk or kefir', '1 head of cauliflower (500g), broken into florets', '80g hot sauce', '1½ tbsp maple syrup', '1 tbsp butter', 'celery sticks, to serve', '100g Greek yogurt', '3 tbsp mayonnaise', '2 tbsp chopped chives', '1-2 tbsp milk']	Easy	['Vegetarian']	['sweet smoke paprika', ' ground cumin', 'garlic powder', 'plain flour', 'buttermilk kefir', 'head cauliflow broken floret', 'hot sauc', 'mapl syrup', 'butter', 'celeri stick serv', 'greek yogurt', 'mayonnais', 'chop chive', 'milk']
	['lunch', 'soup', 'starter']	Cullen skink	['1 tbsp unsalted butter', '1 medium  onion', '400g medium  potatoes  (about 2), peeled and cut into 1cm cubes', '250g smoked haddock', '250ml whole milk', '½ small bunch of parsley or chives, finely chopped']	Easy	['Gluten-free', 'Healthy']	['unsalt butter', 'medium onion', 'medium potato peel cut', 'smoke haddock', 'milk', 'small bunch parsley chive fine chop']
	['dinner', 'main-course']	Enchilada pie	['1 tbsp vegetable oil or rapeseed oil', '2 peppers, any colour you like, sliced', '1 red onion, halved and sliced', '400g can mixed beans, drained', '2 tsp - 2 tbsp fajita spice mix (depending on how spicy you like it)', '400g can chopped tomatoes', 'small bunch coriander, chopped', '4 corn tortillas', '100g low-fat soured cream', '30g grated cheddar']	Easy	['Freezable', 'Vegetarian']	['veget oil rapese oil', 'pepper colour like slice', 'red onion halv slice', 'mix bean drain', ' fajita spice mix', 'chop tomato', 'small bunch coriand chop', 'corn tortilla', 'low fat sour cream', 'grate cheddar']
	['main-course']	Spiced lamb wraps	['1 tbsp vegetable oil', '1 large red onion, chopped', '3 fat garlic cloves, crushed', '200g frozen lamb mince', '3 tbsp curry paste (we used tikka)', '400g can chopped tomatoes', '2 large potatoes, cut into 2cm/0.75in cubes', '250g frozen peas', '8 flour wraps or chapatis, warmed', '140g natural yogurt']	Easy	['Freezable', 'Healthy']	['veget oil', 'larg red onion chop', 'fat garlic clove crush', 'frozen lamb minc', 'curri past', 'chop tomato', 'larg potato cut cmin', 'frozen pea', 'flour wrap chapati warm', 'natur yogurt']
	['dinner', 'lunch', 'soup', 'supper']	Carrot & coriander soup	['1 tbsp vegetable oil', '1 onion, chopped', '1 tsp ground coriander', '1 potato, chopped', '450g carrots, peeled and chopped', '1.2l vegetable or chicken stock', 'handful coriander (about ½ a supermarket packet)']	Easy	['Freezable', 'Vegetarian']	['veget oil', 'onion chop', 'ground coriand', 'potato chop', 'carrot peel chop', 'veget chicken stock', 'hand coriand']
	['dinner', 'supper']	Chole with cumin rice & raita	['1 tbsp vegetable oil', '1 red onion, finely chopped', '4 tsp cumin seeds', '1 tsp finely grated ginger', '4 garlic cloves, finely grated', '2 tsp curry powder', '2 x 400g cans chickpeas', '100g tomato purée', '30g fresh  coriander, chopped', '300g basmati rice', '¼ cucumber', '200g Greek-style yogurt', '½ tsp cumin seeds, toasted and crushed', 'small handful fresh mint, chopped', 'handful of pomegranate seeds, to serve (optional)']	Easy	['Gluten-free', 'Healthy']	['veget oil', 'red onion fine chop', 'cumin seed', 'fine grate ginger', 'garlic clove fine grate', 'curri powder', 'can chickpea', 'tomato puré', 'fresh coriand chop', 'basmati rice', 'cucumb', 'greek style yogurt', 'cumin seed toast crush', 'small hand fresh mint chop', 'hand pomegran seed serv']
['middle-eastern']	['dinner', 'main-course']	Pomegranate chicken with almond couscous	['1 tbsp vegetable oil', '200g couscous', '1 chicken stock cube', '1 large red onion, halved and thinly sliced', '600g chicken mini fillets', '4 tbsp tagine spice paste or 2 tbsp harissa', '190ml bottle pomegranate juice (not sweetened; we used Pom Wonderful)', '100g pack pomegranate seeds', '100g pack toasted flaked almond', 'small pack mint, chopped']	Easy	['Healthy', 'High-protein']	['veget oil', 'couscous', 'chicken stock', 'larg red onion halv thin slice', 'chicken mini fillet', 'tagin spice past harissa', 'bottl pomegran juic', 'pomegran seed', 'toast flake almond', 'small mint chop']
['mexican']	['dinner', 'main-course', 'supper']	Spicy black bean tacos	['1 tbsp vegetable oil', '3 garlic cloves, chopped', '3 x 400g cans black beans, drained and rinsed', '3 tbsp cider vinegar', '1 ½ tbsp honey', '1 ½ tbsp smoked paprika', '1 ½ tbsp ground cumin', '1 small garlic clove', '2 tbsp roughly chopped coriander', '1 green chilli, sliced', '2 avocados, halved and stoned', 'juice 1 lime', '110g pack pomegranate seeds', '1 green chilli, finely diced', '1small white onion, finely diced', 'small handful fresh coriander, chopped', '8-12 corn or flour tortillas', 'chipotle or other hot sauce', 'soured cream or coconut yogurt']	Easy	['Vegetarian']	['veget oil', 'garlic clove chop', 'can black bean drain rins', 'cider vinegar', 'honey', 'smoke paprika', 'ground cumin', 'small garlic clove', 'rough chop coriand', 'green chilli slice', 'avocado halv stone', 'juic lime', 'pomegran seed', 'green chilli fine dice', 'small white onion fine dice', 'small hand fresh coriand chop', 'corn flour tortilla', 'chipotl hot sauc', 'sour cream coconut yogurt']
['indian']	['dinner', 'main-course', 'vegetable']	Coconut & squash dhansak	['1 tbsp vegetable oil', '500g butternut squash (about 1 small squash), peeled and chopped into bite-sized chunks (or buy a pack of ready-prepared to save time), see tip, below left', '100g frozen chopped onions', '4 heaped tbsp mild curry paste (we used korma)', '400g can chopped tomatoes', '400g can light coconut milk', 'mini naan bread, to serve', '400g can  lentils, drained', '200g bag baby spinach', '150ml coconut yogurt (we used Rachel’s Organic), plus extra to serve']	Easy	['Vegetarian']	['veget oil', 'butternut squash peel chop bite size chunk see tip left', 'frozen chop onion', 'heap mild curri past', 'chop tomato', 'light coconut milk', 'mini naan bread serv', 'lentil drain', 'bag babi spinach', 'coconut yogurt plus extra serv']
	['lunch', 'soup', 'starter', 'supper']	Pumpkin & bacon soup	['1 tbsp vegetable oil', '50g butter', '1 onion, finely chopped', '150g maple-cured bacon, cut into small pieces', '½ Crown Prince pumpkin or onion squash, peeled, deseeded and cut into medium chunks (you need about 500g pumpkin flesh)', '1l chicken stock', '100ml double cream', '3 tbsp pumpkin seeds, toasted', 'maple syrup, for drizzling']	Easy	['Freezable (without garnishes)']	['veget oil', 'butter', 'onion fine chop', 'mapl cure bacon cut small piec', 'crown princ pumpkin onion squash peel deseed cut medium chunk', 'chicken stock', 'doubl cream', 'pumpkin seed toast', 'mapl syrup drizzl']
	['dinner', 'main-course', 'supper']	Hunter’s chicken	['1 tbsp vegetable oil, plus extra for the tray', '2 skinless chicken breasts', '4 rashers smoked back bacon', '1 red onion, sliced', '½ pack runner beans, ends trimmed', '2 carrots, peeled and sliced', '50ml sticky BBQ sauce', '25g grated parmesan', '4 potatoes, peeled and chopped', '100ml milk', '2 tbsp cream cheese']	Easy	['Gluten-free']	['veget oil plus extra tray', 'skinless chicken breast', 'rasher smoke back bacon', 'red onion slice', 'runner bean end trim', 'carrot peel slice', 'sticki bbq sauc', 'grate parmesan', 'potato peel chop', 'milk', 'cream chees']
	['dinner', 'main-course', 'supper']	Slow cooker pork casserole	['1 tbsp vegetable or rapeseed oil', '4 pork shoulder steaks (about 750g), cut into large chunks', '1 onion, chopped', '1 leek, chopped', '1 carrot, chopped', 'bundle of woody herbs (bouquet garni) – we used 2 bay leaves, 3 sage leaves and 4 thyme sprigs, plus a few thyme leaves to serve', '1 chicken stock cube', '2 tsp Dijon mustard', '1 tbsp cider vinegar', '2 tsp cornflour', '1 tbsp honey']	Easy	['Freezable']	['veget rapese oil', 'pork shoulder steak cut larg chunk', 'onion chop', 'leek chop', 'carrot chop', 'bundl woodi herb use bay leaf sage leaf thyme sprig plus thyme leaf serv', 'chicken stock', 'dijon mustard', 'cider vinegar', 'cornflour', 'honey']
	['dinner', 'main-course']	Vegetable tagine with apricot quinoa	['1 tsp coconut oil or olive oil', '1 red onion, chopped', '2 garlic cloves, crushed', '½ butternut squash (500g), chopped into large chunks', '2 red peppers, chopped', '400g can chickpeas, drained', '400g can chopped tomatoes', '500ml vegan vegetable stock (such as Marigold Vegan Bouillon Powder)', '1 tsp ground cinnamon', '1 tsp ground cumin', '2 tsp turmeric', '2 tsp paprika', 'small bunch coriander, chopped', 'small bunch mint, chopped, plus extra to serve', 'pomegranate seeds, to serve (optional)', '280g quinoa', '80g dried apricots, chopped', '20g flaked almonds, toasted', '4 tbsp tahini', '2 tsp preserved lemon, finely chopped, plus 2 tsp liquid from the jar', '6 tbsp almond milk']	Easy	['Vegan', 'Vegetarian']	['coconut oil oliv oil', 'red onion chop', 'garlic clove crush', 'butternut squash chop larg chunk', 'red pepper chop', 'chickpea drain', 'chop tomato', 'vegan veget stock', 'ground cinnamon', 'ground cumin', 'turmer', 'paprika', 'small bunch coriand chop', 'small bunch mint chop plus extra serv', 'pomegran seed serv', 'quinoa', 'dri apricot chop', 'flake almond toast', 'tahini', 'preserv lemon fine chop plus liquid', 'almond milk']
['indian']	['dinner', 'main-course', 'supper']	West Indian spiced aubergine curry	['1 tsp ground cumin', '1 tsp ground coriander', '½ tsp ground turmeric', '1 large aubergine', '2 tbsp tomato purée', '½ green chilli, finely chopped', '1cm piece ginger, peeled and finely chopped', '2 tsp caster sugar', '½-1 tbsp  rapeseed oil', '3 spring onions, chopped', '½ bunch of coriander, shredded', 'cooked rice, natural yogurt or vegan alternative, roti and lime wedges, to serve']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']	['ground cumin', 'ground coriand', 'ground turmer', 'larg aubergin', 'tomato puré', 'green chilli fine chop', 'ginger peel fine chop', 'caster sugar', 'rapese oil', 'spring onion chop', 'bunch coriand shred', 'cook rice natur yogurt vegan altern roti lime wedg serv']
['british']	['dinner', 'main-course']	Pasta with tomato & hidden veg sauce	['1 tsp olive oil', '1 large onion, chopped', '2 celery sticks, chopped', '2 carrots, chopped', '1 leek, chopped', '2 peppers, deseeded and chopped', '2 cans chopped tomatoes with garlic', '1 tbsp each caster sugar and balsamic vinegar', '300g dried pasta shapes', 'parmesan, shaved, and rocket, to serve (optional)']	Easy	['Freezable (Freeze sauce only)', 'Healthy', 'Vegetarian']	['oliv oil', 'larg onion chop', 'celeri stick chop', 'carrot chop', 'leek chop', 'pepper deseed chop', 'can chop tomato garlic', 'caster sugar balsam vinegar', 'dri pasta shape', 'parmesan shave rocket serv']
['mexican']	['dinner', 'main-course']	Vegetarian enchiladas	['1 tsp olive oil', '2 onions, chopped', '280g carrots, grated', '2-3 tsp chilli powder (mild or hot, according to your taste)', '2 x 400g cans chopped tomatoes', '2 x 400g cans pulses in water, drained (we used mixed beans and lentils)', '6 small wholemeal tortillas', '200g low-fat natural yogurt', '50g extra-mature cheddar cheese (or veg alternative), finely grated']	Easy	['Healthy', 'High-fibre', 'High-protein', 'Vegetarian']	['oliv oil', 'onion chop', 'carrot grate', 'chilli powder', 'can chop tomato', 'can puls water drain', 'small wholem tortilla', 'low fat natur yogurt', 'extra matur cheddar chees fine grate']
	['lunch', 'starter', 'supper']	Curried kale & chickpea soup	['1 tsp rapeseed or coconut oil', '1 onion, chopped', '1 tbsp grated ginger', '2 garlic cloves, crushed', '1 sweet potato (about 200g), peeled and cut into 2cm cubes', '1 tsp turmeric', '2 tsp ground cumin', '2 tbsp medium or hot curry powder', '400g can chickpeas, rinsed', '150ml low-fat coconut milk', '500ml vegetable stock (see tip, below)', '160g kale, chopped', '1 lime, juiced', '1 red chilli, finely chopped (optional)']	Easy	['Freezable', 'Healthy', 'Vegetarian']	['rapese coconut oil', 'onion chop', 'grate ginger', 'garlic clove crush', 'sweet potato peel cut', 'turmer', 'ground cumin', 'medium hot curri powder', 'chickpea rins', 'low fat coconut milk', 'veget stock', 'kale chop', 'lime juic', 'red chilli fine chop']
	['side-dish', 'snack']	Honey & sriracha hot wings	['1 tsp smoked paprika', '1 tsp garlic granules', '2 tbsp baking powder', '1 tbsp cornflour', '16 chicken wings (about 1.5kg)', '2 tsp sesame seeds (optional)', '1 tbsp cider vinegar', '3 tbsp honey', '4 tbsp sriracha']	Easy	[]	['smoke paprika', 'garlic granul', 'bake powder', 'cornflour', 'chicken wing', 'sesam seed', 'cider vinegar', 'honey', 'sriracha']
['indian']	['dinner', 'main-course']	One-pot chicken pilaf	['1 tsp sunflower oil', '1 small onion, chopped', '1 large or 2 small boneless, skinless chicken thigh fillets, cut into chunks', '2 tsp curry paste (choose your favourite)', 'a third of a mug basmati rice', 'two-thirds of a mug chicken stock', '1 mug frozen mixed vegetables', 'half a mug frozen leaf spinach']	Easy	['Freezable']	['sunflow oil', 'small onion chop', 'larg small boneless skinless chicken thigh fillet cut chunk', 'curri past', 'third mug basmati rice', 'two third mug chicken stock', 'mug frozen mix veget', 'half mug frozen leaf spinach']
['british']	['dinner', 'main-course', 'supper']	Salmon & spinach with tartare cream	['1 tsp sunflower or vegetable oil', '2 skinless salmon fillets', '250g bag spinach', '2 tbsp reduced-fat crème fraîche', 'juice ½ lemon', '1 tsp caper, drained', '2 tbsp flat-leaf parsley, chopped', 'lemon wedges, to serve']	Easy	['Easily doubled', 'Easily halved']	['sunflow veget oil', 'skinless salmon fillet', 'bag spinach', 'reduc fat crème fraîch', 'juic lemon', 'caper drain', 'flat leaf parsley chop', 'lemon wedg serv']
['asian']	['dinner']	Noodles with crispy chilli oil eggs	['1 tsp vegetable oil', '2 heads pak choi, each halved through the core', '2 tsp Chinese black vinegar', '1 tbsp soy sauce', '1 tsp sesame oil', 'pinch of  sugar', '200g cooked noodles (I use straight-to-wok noodles, egg, udon or ramen noodles)', '2 large eggs', '4 small shallots, halved and thinly sliced', '1 head of garlic (about 8-10 cloves) thinly sliced', '1 x 10cm cinnamon stick', '4 star anise', '500ml vegetable oil', '2 tbsp sesame seeds', '2 tsp cumin seeds', '1 tsp Szechuan peppercorns', '1 thumb-sized piece ginger, peeled, finely chopped', '30g crushed red chilli flakes', '2 tbsp soy sauce', '1 tbsp caster sugar']	Easy	['Vegetarian']	['veget oil', 'head pak choi halv core', 'chines black vinegar', 'soy sauc', 'sesam oil', 'sugar', 'cook noodl', 'larg egg', 'small shallot halv thin slice', 'head garlic thin slice', 'cinnamon', 'star anis', 'veget oil', 'sesam seed', 'cumin seed', 'szechuan peppercorn', 'thumb size ginger peel fine chop', 'crush red chilli flake', 'soy sauc', 'caster sugar']
['british']	['dinner', 'lunch', 'main-course']	Maple & mustard glazed ham	['1 whole leg of gammon, smoked or unsmoked, around 5kg weight bone-in', '1 cinnamon stick', '1 tsp peppercorns', '1 tsp coriander seeds', '2 bay leaves', 'about 25 whole cloves', '200ml maple syrup', '2 tbsp coarse-grain mustard', '2 tbsp Worcestershire sauce', '2 tbsp soy sauce']	More effort	[]	['leg gammon smoke unsmok around weight bone ', 'cinnamon', 'peppercorn', 'coriand seed', 'bay leaf', 'clove', 'mapl syrup', 'coars grain mustard', 'worcestershir sauc', 'soy sauc']
	['dinner', 'main-course', 'pasta']	5-a-day Bolognese	['1 ½ tbsp  olive oil', '150g beef mince', '2 onions, finely chopped', '2 leeks, finely sliced', '1-2 garlic cloves, crushed', '1 red pepper, chopped into small pieces', '1 large courgette, chopped into small pieces', '1 can chopped tomatoes', '2 tbsp tomato purée', '50ml chicken or beef stock', '½ tsp dried oregano', '150g spaghetti', '25g parmesan, finely grated', 'a few basil leaves (optional)']	More effort	['Freezable']	['oliv oil', 'beef minc', 'onion fine chop', 'leek fine slice', 'garlic clove crush', 'red pepper chop small piec', 'larg courgett chop small piec', 'chop tomato', 'tomato puré', 'chicken beef stock', 'dri oregano', 'spaghetti', 'parmesan fine grate', 'basil leaf']
	['dinner', 'main-course', 'supper']	Chicken tagine with spiced brussels sprouts & feta	['1 ½ tbsp coconut oil', '1 large red onion, sliced', '1 red pepper, finely sliced', '3 garlic cloves, finely chopped', '10 chicken thighs fillets (boneless and skinless)', '½ tsp ground cinnamon', '½ tsp ground turmeric', '½ tsp smoked paprika', '1 tbsp tomato purée', '250ml chicken stock', '6 dried apricots, cut in half', '175g canned chickpeas, drained and rinsed', '½ tsp cumin seeds', '275g brussels sprouts, shredded', '50g feta', '½ small bunch coriander, roughly chopped']	Easy	[]	['coconut oil', 'larg red onion slice', 'red pepper fine slice', 'garlic clove fine chop', 'chicken thigh fillet', 'ground cinnamon', 'ground turmer', 'smoke paprika', 'tomato puré', 'chicken stock', 'dri apricot cut half', 'can chickpea drain rins', 'cumin seed', 'brussel sprout shred', 'feta', 'small bunch coriand rough chop']
['moroccan']	['dinner', 'main-course']	Chilli Marrakech	['1 ½ tbsp cumin seed', '1 tbsp olive oil', '3 onions, halved and thinly sliced', '3 x 400g packs lean lamb mince', '2 tbsp finely chopped ginger', '4 garlic cloves, finely chopped', '2 x 400g cans chopped tomatoes', '1 tbsp paprika', '1 tbsp ground cinnamon', '1 ½ tbsp ground coriander', '3 tbsp harissa', '3 red peppers, deseeded and cut into large chunks', '2 x 400g cans chickpeas, drained', '2 x 20g packs coriander, most chopped, a few leaves left whole to serve', '500ml beef or  lamb stock, made with 2 cubes']	Easy	['Freezable']	['cumin seed', 'oliv oil', 'onion halv thin slice', 'pack lean lamb minc', 'fine chop ginger', 'garlic clove fine chop', 'can chop tomato', 'paprika', 'ground cinnamon', 'ground coriand', 'harissa', 'red pepper deseed cut larg chunk', 'can chickpea drain', 'pack coriand chop leaf left serv', 'beef lamb stock made']
	['dinner', 'main-course', 'supper']	Chorizo & bacon bean stew	['1 ½ tbsp vegetable oil', '200g chorizo, chopped', '100g smoked bacon, chopped', '4 shallots, sliced', '2 thyme sprigs', '4 bay leaves', '1 tsp smoked paprika', '400g can black beans', '400g can red kidney beans', '2 dried  ancho chillies', '1 tsp chipotle sauce', '400g can chopped tomatoes']	Easy	['Freezable']	['veget oil', 'chorizo chop', 'smoke bacon chop', 'shallot slice', 'thyme sprig', 'bay leaf', 'smoke paprika', 'black bean', 'red kidney bean', 'dri ancho chilli', 'chipotl sauc', 'chop tomato']
['indian']	['dinner', 'main-course']	Venison madras	['1 ½kg stewing venison, diced into large chunks around 3cm square', '8 garlic cloves, grated', 'thumb-sized piece ginger, grated', '100ml  full-fat plain yogurt', '1 tbsp sweet smoked paprika', '60g tomato purée', '100g butter', '5 large onions, chopped', '8 garlic cloves, peeled and grated', '6 tbsp Madras spice paste', '600ml beef stock', '400g can chopped tomatoes', '100g creamed coconut in a block', '10 dried curry leaves', 'rice, sliced green chilli and natural yogurt, to serve']	Easy	['Freezable']	['stew venison dice larg chunk around squar', 'garlic clove grate', 'thumb size ginger grate', 'full fat plain yogurt', 'sweet smoke paprika', 'tomato puré', 'butter', 'larg onion chop', 'garlic clove peel grate', 'madra spice past', 'beef stock', 'chop tomato', 'cream coconut block', 'dri curri leaf', 'rice slice green chilli natur yogurt serv']
	['dinner', 'lunch', 'main-course']	Spring one-pot roast chicken	['1 ½kg whole chicken', '250g mascarpone', '½ small  lemon, zested and juiced', 'small bunch of tarragon, finely chopped', '3 tbsp olive oil', '800g new potatoes, halved if large', '1 garlic bulb, halved', '200g radishes, halved if large', '½ bunch of spring onions, trimmed', '150ml chicken stock', '200g frozen peas, defrosted', '100g spring greens, shredded']	Easy	['Gluten-free']	['chicken', 'mascarpon', 'small lemon zest juic', 'small bunch tarragon fine chop', 'oliv oil', 'potato halv larg', 'garlic bulb halv', 'radish halv larg', 'bunch spring onion trim', 'chicken stock', 'frozen pea defrost', 'spring green shred']
['italian']	['dinner', 'main-course']	Leek & bacon risotto	['1 ½l chicken stock', '1 tbsp olive oil', '4 streaky smoked bacon rashers, cut into pieces', '3 large leeks, chopped', '300g risotto rice', '125ml white wine', '50g grated parmesan', '1 bunch chives, chopped']	Easy	[]	['chicken stock', 'oliv oil', 'streaki smoke bacon rasher cut piec', 'larg leek chop', 'risotto rice', 'white wine', 'grate parmesan', 'bunch chive chop']
